[begin_FlightDyn]
title   {t(s),v(m/s),¦È(deg),¦×(deg),¦Øx(rad/s),¦Øy(rad/s),¦Øz(rad/s),¦Õa(deg),¦Õ2(deg),¦Ã(deg),x(m),y(m),z(m)}
output
{0,800,0.872665,0,1600,0,0,0.872665,0,0,0,0,0;
17.575,417.334,37.1612,0.448229,1396.34,-0.00160849,-0.0184447,37.2099,0.845353,1.48714e+006,7060.78,7097.93,27.1351;
17.58,417.274,37.1558,0.448448,1396.31,-0.00160914,-0.0184485,37.2046,0.845814,1.48754e+006,7062.44,7099.19,27.1515;
17.585,417.213,37.1505,0.448667,1396.28,-0.00160981,-0.0184522,37.1993,0.846275,1.48794e+006,7064.1,7100.45,27.1678;
17.59,417.153,37.1452,0.448886,1396.25,-0.00161052,-0.0184559,37.194,0.846736,1.48834e+006,7065.77,7101.71,27.1841;
17.595,417.093,37.1398,0.449105,1396.22,-0.00161128,-0.0184597,37.1888,0.847198,1.48874e+006,7067.43,7102.97,27.2005;
17.6,417.032,37.1345,0.449324,1396.18,-0.00161208,-0.0184634,37.1835,0.847659,1.48914e+006,7069.09,7104.23,27.2168;
17.605,416.972,37.1292,0.449543,1396.15,-0.00161287,-0.0184672,37.1782,0.848121,1.48954e+006,7070.75,7105.49,27.2332;
17.61,416.912,37.1238,0.449762,1396.12,-0.00161366,-0.0184711,37.1729,0.848584,1.48994e+006,7072.41,7106.75,27.2495;
17.615,416.852,37.1185,0.449981,1396.09,-0.0016144,-0.018475,37.1676,0.849046,1.49034e+006,7074.08,7108.01,27.2659;
17.62,416.792,37.1132,0.450201,1396.06,-0.0016151,-0.0184788,37.1623,0.849509,1.49074e+006,7075.74,7109.26,27.2823;
17.625,416.731,37.1078,0.45042,1396.03,-0.00161576,-0.0184827,37.157,0.849971,1.49114e+006,7077.4,7110.52,27.2986;
17.63,416.671,37.1025,0.45064,1396,-0.00161642,-0.0184865,37.1517,0.850434,1.49154e+006,7079.06,7111.78,27.315;
17.635,416.611,37.0971,0.450859,1395.97,-0.00161709,-0.0184903,37.1464,0.850897,1.49194e+006,7080.72,7113.03,27.3314;
17.64,416.551,37.0918,0.451079,1395.94,-0.00161779,-0.018494,37.1411,0.851361,1.49234e+006,7082.38,7114.29,27.3478;
17.645,416.491,37.0864,0.451299,1395.91,-0.00161855,-0.0184978,37.1358,0.851824,1.49274e+006,7084.05,7115.55,27.3642;
17.65,416.431,37.0811,0.451518,1395.88,-0.00161934,-0.0185015,37.1305,0.852288,1.49314e+006,7085.71,7116.8,27.3806;
17.655,416.371,37.0757,0.451738,1395.85,-0.00162015,-0.0185053,37.1252,0.852752,1.49354e+006,7087.37,7118.06,27.397;
17.66,416.311,37.0704,0.451958,1395.82,-0.00162094,-0.0185092,37.1199,0.853216,1.49394e+006,7089.03,7119.31,27.4134;
17.665,416.251,37.065,0.452178,1395.79,-0.0016217,-0.0185131,37.1146,0.853681,1.49434e+006,7090.69,7120.57,27.4299;
17.67,416.19,37.0597,0.452398,1395.76,-0.00162242,-0.018517,37.1093,0.854146,1.49474e+006,7092.35,7121.82,27.4463;
17.675,416.13,37.0543,0.452618,1395.73,-0.0016231,-0.0185209,37.104,0.854611,1.49514e+006,7094.01,7123.07,27.4627;
17.68,416.07,37.049,0.452838,1395.7,-0.00162376,-0.0185247,37.0987,0.855076,1.49554e+006,7095.67,7124.33,27.4792;
17.685,416.01,37.0436,0.453059,1395.67,-0.00162443,-0.0185285,37.0934,0.855541,1.49594e+006,7097.33,7125.58,27.4956;
17.69,415.95,37.0383,0.453279,1395.64,-0.00162513,-0.0185323,37.0881,0.856006,1.49634e+006,7098.99,7126.83,27.5121;
17.695,415.89,37.0329,0.453499,1395.61,-0.00162588,-0.018536,37.0828,0.856472,1.49674e+006,7100.65,7128.09,27.5285;
17.7,415.831,37.0276,0.45372,1395.58,-0.00162667,-0.0185398,37.0774,0.856938,1.49714e+006,7102.31,7129.34,27.545;
17.705,415.771,37.0222,0.45394,1395.55,-0.00162747,-0.0185436,37.0721,0.857404,1.49754e+006,7103.97,7130.59,27.5614;
17.71,415.711,37.0168,0.454161,1395.52,-0.00162828,-0.0185475,37.0668,0.85787,1.49794e+006,7105.63,7131.84,27.5779;
17.715,415.651,37.0115,0.454382,1395.49,-0.00162906,-0.0185514,37.0615,0.858337,1.49834e+006,7107.29,7133.09,27.5944;
17.72,415.591,37.0061,0.454602,1395.46,-0.0016298,-0.0185553,37.0562,0.858804,1.49874e+006,7108.95,7134.34,27.6109;
17.725,415.531,37.0007,0.454823,1395.42,-0.00163049,-0.0185592,37.0509,0.859271,1.49914e+006,7110.61,7135.59,27.6274;
17.73,415.471,36.9954,0.455044,1395.39,-0.00163116,-0.018563,37.0456,0.859738,1.49954e+006,7112.27,7136.84,27.6439;
17.735,415.411,36.99,0.455265,1395.36,-0.00163183,-0.0185669,37.0402,0.860205,1.49994e+006,7113.93,7138.09,27.6604;
17.74,415.351,36.9846,0.455486,1395.33,-0.00163253,-0.0185707,37.0349,0.860673,1.50034e+006,7115.59,7139.34,27.6769;
17.745,415.292,36.9793,0.455707,1395.3,-0.00163326,-0.0185744,37.0296,0.861141,1.50074e+006,7117.24,7140.59,27.6934;
17.75,415.232,36.9739,0.455928,1395.27,-0.00163404,-0.0185782,37.0243,0.861609,1.50114e+006,7118.9,7141.84,27.7099;
17.755,415.172,36.9685,0.456149,1395.24,-0.00163485,-0.018582,37.0189,0.862077,1.50154e+006,7120.56,7143.09,27.7264;
17.76,415.112,36.9632,0.456371,1395.21,-0.00163566,-0.0185859,37.0136,0.862545,1.50194e+006,7122.22,7144.34,27.743;
17.765,415.053,36.9578,0.456592,1395.18,-0.00163645,-0.0185898,37.0083,0.863014,1.50234e+006,7123.88,7145.59,27.7595;
17.77,414.993,36.9524,0.456813,1395.15,-0.0016372,-0.0185937,37.003,0.863483,1.50274e+006,7125.54,7146.83,27.776;
17.775,414.933,36.947,0.457035,1395.12,-0.00163792,-0.0185977,36.9976,0.863952,1.50314e+006,7127.19,7148.08,27.7926;
17.78,414.873,36.9417,0.457256,1395.09,-0.0016386,-0.0186016,36.9923,0.864421,1.50354e+006,7128.85,7149.33,27.8091;
17.785,414.814,36.9363,0.457478,1395.06,-0.00163927,-0.0186054,36.987,0.864891,1.50394e+006,7130.51,7150.57,27.8257;
17.79,414.754,36.9309,0.4577,1395.03,-0.00163995,-0.0186092,36.9817,0.865361,1.50433e+006,7132.17,7151.82,27.8422;
17.795,414.694,36.9255,0.457922,1395,-0.00164068,-0.018613,36.9763,0.865831,1.50473e+006,7133.83,7153.07,27.8588;
17.8,414.635,36.9202,0.458143,1394.97,-0.00164145,-0.0186168,36.971,0.866301,1.50513e+006,7135.48,7154.31,27.8754;
17.805,414.575,36.9148,0.458365,1394.94,-0.00164225,-0.0186206,36.9657,0.866771,1.50553e+006,7137.14,7155.56,27.892;
17.81,414.515,36.9094,0.458587,1394.91,-0.00164306,-0.0186245,36.9603,0.867242,1.50593e+006,7138.8,7156.8,27.9086;
17.815,414.456,36.904,0.458809,1394.88,-0.00164386,-0.0186284,36.955,0.867713,1.50633e+006,7140.45,7158.05,27.9251;
17.82,414.396,36.8986,0.459031,1394.85,-0.00164463,-0.0186324,36.9496,0.868184,1.50673e+006,7142.11,7159.29,27.9417;
17.825,414.337,36.8932,0.459254,1394.82,-0.00164536,-0.0186363,36.9443,0.868655,1.50713e+006,7143.77,7160.53,27.9583;
17.83,414.277,36.8878,0.459476,1394.79,-0.00164605,-0.0186402,36.939,0.869126,1.50753e+006,7145.43,7161.78,27.975;
17.835,414.218,36.8825,0.459698,1394.76,-0.00164672,-0.0186441,36.9336,0.869598,1.50793e+006,7147.08,7163.02,27.9916;
17.84,414.158,36.8771,0.459921,1394.73,-0.0016474,-0.018648,36.9283,0.87007,1.50833e+006,7148.74,7164.26,28.0082;
17.845,414.098,36.8717,0.460143,1394.7,-0.00164812,-0.0186518,36.9229,0.870542,1.50873e+006,7150.39,7165.51,28.0248;
17.85,414.039,36.8663,0.460366,1394.67,-0.00164887,-0.0186556,36.9176,0.871014,1.50913e+006,7152.05,7166.75,28.0414;
17.855,413.979,36.8609,0.460588,1394.64,-0.00164966,-0.0186594,36.9122,0.871487,1.50953e+006,7153.71,7167.99,28.0581;
17.86,413.92,36.8555,0.460811,1394.61,-0.00165047,-0.0186633,36.9069,0.871959,1.50993e+006,7155.36,7169.23,28.0747;
17.865,413.861,36.8501,0.461034,1394.58,-0.00165128,-0.0186672,36.9016,0.872432,1.51033e+006,7157.02,7170.47,28.0914;
17.87,413.801,36.8447,0.461256,1394.55,-0.00165206,-0.0186711,36.8962,0.872905,1.51073e+006,7158.67,7171.71,28.108;
17.875,413.742,36.8393,0.461479,1394.52,-0.0016528,-0.0186751,36.8909,0.873379,1.51113e+006,7160.33,7172.95,28.1247;
17.88,413.682,36.8339,0.461702,1394.49,-0.0016535,-0.018679,36.8855,0.873852,1.51153e+006,7161.99,7174.19,28.1414;
17.885,413.623,36.8285,0.461925,1394.46,-0.00165418,-0.018683,36.8801,0.874326,1.51193e+006,7163.64,7175.43,28.158;
17.89,413.564,36.8231,0.462148,1394.43,-0.00165486,-0.0186868,36.8748,0.8748,1.51233e+006,7165.3,7176.67,28.1747;
17.895,413.504,36.8177,0.462371,1394.4,-0.00165556,-0.0186907,36.8694,0.875274,1.51273e+006,7166.95,7177.91,28.1914;
17.9,413.445,36.8123,0.462595,1394.37,-0.0016563,-0.0186945,36.8641,0.875749,1.51312e+006,7168.61,7179.15,28.2081;
17.905,413.385,36.8069,0.462818,1394.34,-0.00165708,-0.0186983,36.8587,0.876223,1.51352e+006,7170.26,7180.39,28.2248;
17.91,413.326,36.8015,0.463041,1394.31,-0.00165789,-0.0187022,36.8534,0.876698,1.51392e+006,7171.92,7181.63,28.2415;
17.915,413.267,36.7961,0.463265,1394.28,-0.0016587,-0.0187061,36.848,0.877173,1.51432e+006,7173.57,7182.87,28.2582;
17.92,413.208,36.7907,0.463488,1394.25,-0.00165949,-0.0187101,36.8427,0.877649,1.51472e+006,7175.23,7184.1,28.2749;
17.925,413.148,36.7852,0.463712,1394.22,-0.00166024,-0.0187141,36.8373,0.878124,1.51512e+006,7176.88,7185.34,28.2916;
17.93,413.089,36.7798,0.463935,1394.19,-0.00166095,-0.018718,36.8319,0.8786,1.51552e+006,7178.53,7186.58,28.3083;
17.935,413.03,36.7744,0.464159,1394.16,-0.00166163,-0.018722,36.8266,0.879076,1.51592e+006,7180.19,7187.81,28.325;
17.94,412.971,36.769,0.464383,1394.13,-0.0016623,-0.0187259,36.8212,0.879552,1.51632e+006,7181.84,7189.05,28.3418;
17.945,412.911,36.7636,0.464607,1394.1,-0.00166299,-0.0187297,36.8158,0.880028,1.51672e+006,7183.5,7190.29,28.3585;
17.95,412.852,36.7582,0.464831,1394.07,-0.00166372,-0.0187336,36.8105,0.880505,1.51712e+006,7185.15,7191.52,28.3753;
17.955,412.793,36.7528,0.465055,1394.04,-0.00166448,-0.0187374,36.8051,0.880981,1.51752e+006,7186.8,7192.76,28.392;
17.96,412.734,36.7473,0.465279,1394.01,-0.00166528,-0.0187413,36.7997,0.881458,1.51792e+006,7188.46,7193.99,28.4088;
17.965,412.675,36.7419,0.465503,1393.98,-0.00166609,-0.0187452,36.7944,0.881935,1.51832e+006,7190.11,7195.22,28.4255;
17.97,412.616,36.7365,0.465727,1393.95,-0.00166689,-0.0187492,36.789,0.882413,1.51872e+006,7191.76,7196.46,28.4423;
17.975,412.556,36.7311,0.465951,1393.92,-0.00166765,-0.0187531,36.7836,0.882891,1.51912e+006,7193.42,7197.69,28.4591;
17.98,412.497,36.7257,0.466176,1393.89,-0.00166837,-0.0187571,36.7782,0.883368,1.51952e+006,7195.07,7198.93,28.4758;
17.985,412.438,36.7202,0.4664,1393.86,-0.00166906,-0.0187611,36.7729,0.883846,1.51991e+006,7196.72,7200.16,28.4926;
17.99,412.379,36.7148,0.466625,1393.83,-0.00166973,-0.018765,36.7675,0.884325,1.52031e+006,7198.38,7201.39,28.5094;
17.995,412.32,36.7094,0.466849,1393.8,-0.00167041,-0.0187689,36.7621,0.884803,1.52071e+006,7200.03,7202.62,28.5262;
18,412.261,36.704,0.467074,1393.77,-0.00167112,-0.0187728,36.7567,0.885282,1.52111e+006,7201.68,7203.86,28.543;
18.005,412.202,36.6985,0.467299,1393.74,-0.00167187,-0.0187766,36.7514,0.885761,1.52151e+006,7203.33,7205.09,28.5598;
18.01,412.143,36.6931,0.467523,1393.71,-0.00167265,-0.0187805,36.746,0.88624,1.52191e+006,7204.99,7206.32,28.5766;
18.015,412.084,36.6877,0.467748,1393.68,-0.00167346,-0.0187844,36.7406,0.886719,1.52231e+006,7206.64,7207.55,28.5934;
18.02,412.025,36.6822,0.467973,1393.65,-0.00167425,-0.0187884,36.7352,0.887199,1.52271e+006,7208.29,7208.78,28.6103;
18.025,411.966,36.6768,0.468198,1393.62,-0.00167502,-0.0187924,36.7298,0.887678,1.52311e+006,7209.94,7210.01,28.6271;
18.03,411.907,36.6714,0.468423,1393.59,-0.00167576,-0.0187964,36.7244,0.888158,1.52351e+006,7211.6,7211.24,28.6439;
18.035,411.848,36.6659,0.468648,1393.56,-0.00167645,-0.0188004,36.7191,0.888638,1.52391e+006,7213.25,7212.47,28.6608;
18.04,411.789,36.6605,0.468873,1393.53,-0.00167712,-0.0188043,36.7137,0.889119,1.52431e+006,7214.9,7213.7,28.6776;
18.045,411.73,36.6551,0.469099,1393.5,-0.00167779,-0.0188082,36.7083,0.889599,1.52471e+006,7216.55,7214.93,28.6945;
18.05,411.671,36.6496,0.469324,1393.47,-0.00167849,-0.0188121,36.7029,0.89008,1.5251e+006,7218.2,7216.16,28.7113;
18.055,411.612,36.6442,0.469549,1393.44,-0.00167922,-0.018816,36.6975,0.890561,1.5255e+006,7219.85,7217.39,28.7282;
18.06,411.554,36.6388,0.469775,1393.41,-0.00167999,-0.0188199,36.6921,0.891042,1.5259e+006,7221.5,7218.62,28.7451;
18.065,411.495,36.6333,0.47,1393.38,-0.00168078,-0.0188238,36.6867,0.891524,1.5263e+006,7223.16,7219.84,28.7619;
18.07,411.436,36.6279,0.470226,1393.35,-0.00168158,-0.0188278,36.6813,0.892005,1.5267e+006,7224.81,7221.07,28.7788;
18.075,411.377,36.6224,0.470452,1393.32,-0.00168236,-0.0188318,36.6759,0.892487,1.5271e+006,7226.46,7222.3,28.7957;
18.08,411.318,36.617,0.470677,1393.29,-0.0016831,-0.0188358,36.6705,0.892969,1.5275e+006,7228.11,7223.53,28.8126;
18.085,411.259,36.6115,0.470903,1393.26,-0.0016838,-0.0188398,36.6651,0.893451,1.5279e+006,7229.76,7224.75,28.8295;
18.09,411.201,36.6061,0.471129,1393.23,-0.00168447,-0.0188438,36.6597,0.893934,1.5283e+006,7231.41,7225.98,28.8464;
18.095,411.142,36.6006,0.471355,1393.2,-0.00168513,-0.0188477,36.6543,0.894417,1.5287e+006,7233.06,7227.2,28.8633;
18.1,411.083,36.5952,0.471581,1393.18,-0.00168581,-0.0188516,36.6489,0.894899,1.5291e+006,7234.71,7228.43,28.8802;
18.105,411.024,36.5897,0.471807,1393.15,-0.00168653,-0.0188555,36.6435,0.895382,1.5295e+006,7236.36,7229.65,28.8971;
18.11,410.966,36.5843,0.472033,1393.12,-0.00168728,-0.0188594,36.6381,0.895866,1.52989e+006,7238.01,7230.88,28.9141;
18.115,410.907,36.5788,0.47226,1393.09,-0.00168806,-0.0188633,36.6327,0.896349,1.53029e+006,7239.66,7232.1,28.931;
18.12,410.848,36.5734,0.472486,1393.06,-0.00168886,-0.0188673,36.6273,0.896833,1.53069e+006,7241.31,7233.33,28.9479;
18.125,410.79,36.5679,0.472712,1393.03,-0.00168964,-0.0188713,36.6219,0.897317,1.53109e+006,7242.96,7234.55,28.9649;
18.13,410.731,36.5625,0.472939,1393,-0.00169038,-0.0188753,36.6165,0.897801,1.53149e+006,7244.61,7235.78,28.9818;
18.135,410.672,36.557,0.473165,1392.97,-0.00169109,-0.0188793,36.6111,0.898285,1.53189e+006,7246.26,7237,28.9988;
18.14,410.614,36.5515,0.473392,1392.94,-0.00169176,-0.0188833,36.6057,0.89877,1.53229e+006,7247.91,7238.22,29.0157;
18.145,410.555,36.5461,0.473619,1392.91,-0.00169242,-0.0188873,36.6003,0.899255,1.53269e+006,7249.56,7239.44,29.0327;
18.15,410.496,36.5406,0.473845,1392.88,-0.00169309,-0.0188912,36.5949,0.89974,1.53309e+006,7251.21,7240.67,29.0497;
18.155,410.438,36.5352,0.474072,1392.85,-0.00169379,-0.0188951,36.5895,0.900225,1.53349e+006,7252.85,7241.89,29.0666;
18.16,410.379,36.5297,0.474299,1392.82,-0.00169452,-0.018899,36.584,0.90071,1.53389e+006,7254.5,7243.11,29.0836;
18.165,410.321,36.5242,0.474526,1392.79,-0.00169529,-0.0189029,36.5786,0.901196,1.53428e+006,7256.15,7244.33,29.1006;
18.17,410.262,36.5188,0.474753,1392.76,-0.00169608,-0.0189069,36.5732,0.901681,1.53468e+006,7257.8,7245.55,29.1176;
18.175,410.204,36.5133,0.47498,1392.73,-0.00169685,-0.0189109,36.5678,0.902167,1.53508e+006,7259.45,7246.77,29.1346;
18.18,410.145,36.5078,0.475207,1392.7,-0.00169761,-0.0189149,36.5624,0.902654,1.53548e+006,7261.1,7247.99,29.1516;
18.185,410.087,36.5024,0.475434,1392.67,-0.00169832,-0.0189189,36.557,0.90314,1.53588e+006,7262.75,7249.21,29.1686;
18.19,410.028,36.4969,0.475662,1392.64,-0.001699,-0.0189229,36.5515,0.903627,1.53628e+006,7264.39,7250.43,29.1856;
18.195,409.97,36.4914,0.475889,1392.61,-0.00169966,-0.0189269,36.5461,0.904113,1.53668e+006,7266.04,7251.65,29.2027;
18.2,409.911,36.4859,0.476117,1392.58,-0.00170031,-0.0189309,36.5407,0.9046,1.53708e+006,7267.69,7252.87,29.2197;
18.205,409.853,36.4805,0.476344,1392.55,-0.00170099,-0.0189348,36.5353,0.905088,1.53748e+006,7269.34,7254.09,29.2367;
18.21,409.794,36.475,0.476572,1392.52,-0.00170171,-0.0189387,36.5298,0.905575,1.53787e+006,7270.98,7255.31,29.2538;
18.215,409.736,36.4695,0.476799,1392.49,-0.00170246,-0.0189426,36.5244,0.906063,1.53827e+006,7272.63,7256.52,29.2708;
18.22,409.678,36.464,0.477027,1392.46,-0.00170323,-0.0189466,36.519,0.906551,1.53867e+006,7274.28,7257.74,29.2879;
18.225,409.619,36.4586,0.477255,1392.44,-0.00170401,-0.0189506,36.5136,0.907039,1.53907e+006,7275.93,7258.96,29.3049;
18.23,409.561,36.4531,0.477483,1392.41,-0.00170477,-0.0189546,36.5081,0.907527,1.53947e+006,7277.57,7260.18,29.322;
18.235,409.502,36.4476,0.477711,1392.38,-0.00170549,-0.0189586,36.5027,0.908015,1.53987e+006,7279.22,7261.39,29.3391;
18.24,409.444,36.4421,0.477939,1392.35,-0.00170617,-0.0189627,36.4973,0.908504,1.54027e+006,7280.87,7262.61,29.3561;
18.245,409.386,36.4366,0.478167,1392.32,-0.00170683,-0.0189667,36.4918,0.908993,1.54067e+006,7282.51,7263.82,29.3732;
18.25,409.327,36.4311,0.478395,1392.29,-0.00170747,-0.0189707,36.4864,0.909482,1.54107e+006,7284.16,7265.04,29.3903;
18.255,409.269,36.4257,0.478623,1392.26,-0.00170814,-0.0189746,36.481,0.909971,1.54146e+006,7285.81,7266.25,29.4074;
18.26,409.211,36.4202,0.478851,1392.23,-0.00170883,-0.0189785,36.4755,0.910461,1.54186e+006,7287.45,7267.47,29.4245;
18.265,409.153,36.4147,0.47908,1392.2,-0.00170957,-0.0189824,36.4701,0.91095,1.54226e+006,7289.1,7268.68,29.4416;
18.27,409.094,36.4092,0.479308,1392.17,-0.00171033,-0.0189864,36.4646,0.91144,1.54266e+006,7290.75,7269.9,29.4587;
18.275,409.036,36.4037,0.479537,1392.14,-0.0017111,-0.0189904,36.4592,0.91193,1.54306e+006,7292.39,7271.11,29.4758;
18.28,408.978,36.3982,0.479765,1392.11,-0.00171186,-0.0189944,36.4538,0.912421,1.54346e+006,7294.04,7272.33,29.4929;
18.285,408.92,36.3927,0.479994,1392.08,-0.00171258,-0.0189984,36.4483,0.912911,1.54386e+006,7295.68,7273.54,29.51;
18.29,408.862,36.3872,0.480223,1392.05,-0.00171327,-0.0190025,36.4429,0.913402,1.54426e+006,7297.33,7274.75,29.5272;
18.295,408.803,36.3817,0.480451,1392.02,-0.00171393,-0.0190065,36.4374,0.913893,1.54466e+006,7298.98,7275.96,29.5443;
18.3,408.745,36.3762,0.48068,1391.99,-0.00171457,-0.0190105,36.432,0.914384,1.54505e+006,7300.62,7277.18,29.5615;
18.305,408.687,36.3707,0.480909,1391.96,-0.00171522,-0.0190145,36.4265,0.914875,1.54545e+006,7302.27,7278.39,29.5786;
18.31,408.629,36.3652,0.481138,1391.93,-0.0017159,-0.0190184,36.4211,0.915367,1.54585e+006,7303.91,7279.6,29.5958;
18.315,408.571,36.3597,0.481367,1391.91,-0.00171661,-0.0190223,36.4156,0.915858,1.54625e+006,7305.56,7280.81,29.6129;
18.32,408.513,36.3542,0.481597,1391.88,-0.00171736,-0.0190263,36.4102,0.91635,1.54665e+006,7307.2,7282.02,29.6301;
18.325,408.455,36.3487,0.481826,1391.85,-0.00171812,-0.0190303,36.4047,0.916842,1.54705e+006,7308.85,7283.23,29.6473;
18.33,408.397,36.3432,0.482055,1391.82,-0.00171887,-0.0190343,36.3993,0.917335,1.54745e+006,7310.49,7284.44,29.6644;
18.335,408.338,36.3377,0.482284,1391.79,-0.00171961,-0.0190383,36.3938,0.917827,1.54785e+006,7312.14,7285.65,29.6816;
18.34,408.28,36.3322,0.482514,1391.76,-0.0017203,-0.0190424,36.3884,0.91832,1.54824e+006,7313.78,7286.86,29.6988;
18.345,408.222,36.3267,0.482743,1391.73,-0.00172096,-0.0190464,36.3829,0.918813,1.54864e+006,7315.43,7288.07,29.716;
18.35,408.164,36.3212,0.482973,1391.7,-0.0017216,-0.0190504,36.3775,0.919306,1.54904e+006,7317.07,7289.28,29.7332;
18.355,408.106,36.3157,0.483203,1391.67,-0.00172224,-0.0190544,36.372,0.919799,1.54944e+006,7318.71,7290.49,29.7504;
18.36,408.048,36.3102,0.483432,1391.64,-0.0017229,-0.0190584,36.3665,0.920293,1.54984e+006,7320.36,7291.7,29.7676;
18.365,407.99,36.3047,0.483662,1391.61,-0.00172359,-0.0190623,36.3611,0.920786,1.55024e+006,7322,7292.91,29.7848;
18.37,407.932,36.2992,0.483892,1391.58,-0.00172432,-0.0190662,36.3556,0.92128,1.55064e+006,7323.65,7294.11,29.8021;
18.375,407.874,36.2937,0.484122,1391.55,-0.00172507,-0.0190702,36.3501,0.921774,1.55103e+006,7325.29,7295.32,29.8193;
18.38,407.817,36.2881,0.484352,1391.52,-0.00172582,-0.0190742,36.3447,0.922269,1.55143e+006,7326.93,7296.53,29.8365;
18.385,407.759,36.2826,0.484582,1391.49,-0.00172656,-0.0190783,36.3392,0.922763,1.55183e+006,7328.58,7297.73,29.8538;
18.39,407.701,36.2771,0.484812,1391.47,-0.00172726,-0.0190823,36.3338,0.923258,1.55223e+006,7330.22,7298.94,29.871;
18.395,407.643,36.2716,0.485042,1391.44,-0.00172792,-0.0190864,36.3283,0.923753,1.55263e+006,7331.86,7300.15,29.8883;
18.4,407.585,36.2661,0.485273,1391.41,-0.00172855,-0.0190904,36.3228,0.924248,1.55303e+006,7333.51,7301.35,29.9055;
18.405,407.527,36.2605,0.485503,1391.38,-0.00172918,-0.0190944,36.3173,0.924743,1.55343e+006,7335.15,7302.56,29.9228;
18.41,407.469,36.255,0.485734,1391.35,-0.00172983,-0.0190984,36.3119,0.925239,1.55383e+006,7336.79,7303.76,29.94;
18.415,407.411,36.2495,0.485964,1391.32,-0.0017305,-0.0191023,36.3064,0.925734,1.55422e+006,7338.44,7304.97,29.9573;
18.42,407.354,36.244,0.486195,1391.29,-0.00173122,-0.0191063,36.3009,0.92623,1.55462e+006,7340.08,7306.17,29.9746;
18.425,407.296,36.2384,0.486425,1391.26,-0.00173195,-0.0191102,36.2955,0.926726,1.55502e+006,7341.72,7307.38,29.9919;
18.43,407.238,36.2329,0.486656,1391.23,-0.0017327,-0.0191142,36.29,0.927222,1.55542e+006,7343.36,7308.58,30.0092;
18.435,407.18,36.2274,0.486887,1391.2,-0.00173344,-0.0191183,36.2845,0.927719,1.55582e+006,7345.01,7309.78,30.0265;
18.44,407.123,36.2219,0.487118,1391.17,-0.00173414,-0.0191223,36.279,0.928216,1.55622e+006,7346.65,7310.99,30.0438;
18.445,407.065,36.2163,0.487349,1391.14,-0.00173481,-0.0191264,36.2735,0.928712,1.55662e+006,7348.29,7312.19,30.0611;
18.45,407.007,36.2108,0.48758,1391.12,-0.00173544,-0.0191304,36.2681,0.92921,1.55701e+006,7349.93,7313.39,30.0784;
18.455,406.949,36.2053,0.487811,1391.09,-0.00173607,-0.0191345,36.2626,0.929707,1.55741e+006,7351.57,7314.59,30.0957;
18.46,406.892,36.1997,0.488042,1391.06,-0.0017367,-0.0191384,36.2571,0.930204,1.55781e+006,7353.21,7315.79,30.1131;
18.465,406.834,36.1942,0.488273,1391.03,-0.00173736,-0.0191424,36.2516,0.930702,1.55821e+006,7354.86,7317,30.1304;
18.47,406.776,36.1887,0.488504,1391,-0.00173805,-0.0191463,36.2461,0.9312,1.55861e+006,7356.5,7318.2,30.1477;
18.475,406.719,36.1831,0.488736,1390.97,-0.00173877,-0.0191503,36.2406,0.931698,1.55901e+006,7358.14,7319.4,30.1651;
18.48,406.661,36.1776,0.488967,1390.94,-0.00173951,-0.0191543,36.2352,0.932196,1.5594e+006,7359.78,7320.6,30.1824;
18.485,406.603,36.1721,0.489199,1390.91,-0.00174025,-0.0191583,36.2297,0.932694,1.5598e+006,7361.42,7321.8,30.1998;
18.49,406.546,36.1665,0.48943,1390.88,-0.00174096,-0.0191624,36.2242,0.933193,1.5602e+006,7363.06,7323,30.2171;
18.495,406.488,36.161,0.489662,1390.85,-0.00174163,-0.0191664,36.2187,0.933692,1.5606e+006,7364.7,7324.2,30.2345;
18.5,406.431,36.1554,0.489894,1390.82,-0.00174227,-0.0191705,36.2132,0.934191,1.561e+006,7366.34,7325.4,30.2519;
18.505,406.373,36.1499,0.490126,1390.8,-0.00174289,-0.0191745,36.2077,0.93469,1.5614e+006,7367.99,7326.59,30.2692;
18.51,406.316,36.1443,0.490357,1390.77,-0.00174351,-0.0191785,36.2022,0.935189,1.5618e+006,7369.63,7327.79,30.2866;
18.515,406.258,36.1388,0.490589,1390.74,-0.00174415,-0.0191825,36.1967,0.935689,1.56219e+006,7371.27,7328.99,30.304;
18.52,406.2,36.1332,0.490821,1390.71,-0.00174483,-0.0191864,36.1912,0.936189,1.56259e+006,7372.91,7330.19,30.3214;
18.525,406.143,36.1277,0.491053,1390.68,-0.00174553,-0.0191904,36.1857,0.936689,1.56299e+006,7374.55,7331.39,30.3388;
18.53,406.085,36.1221,0.491286,1390.65,-0.00174626,-0.0191944,36.1802,0.937189,1.56339e+006,7376.19,7332.58,30.3562;
18.535,406.028,36.1166,0.491518,1390.62,-0.00174699,-0.0191984,36.1747,0.937689,1.56379e+006,7377.83,7333.78,30.3736;
18.54,405.971,36.111,0.49175,1390.59,-0.00174771,-0.0192025,36.1692,0.93819,1.56419e+006,7379.47,7334.98,30.3911;
18.545,405.913,36.1055,0.491983,1390.56,-0.00174839,-0.0192065,36.1637,0.938691,1.56458e+006,7381.11,7336.17,30.4085;
18.55,405.856,36.0999,0.492215,1390.53,-0.00174903,-0.0192106,36.1582,0.939192,1.56498e+006,7382.75,7337.37,30.4259;
